DOI,title,author,year,times_seen
10.4103/ijmm.ijmm_17_278,Optimisation of Antimicrobial Dosing Based on Pharmacokinetic and Pharmacodynamic Principles,Ru Hoo,2018,1
10.1097/00007691-199902000-00010,Impact of Goal-Oriented and Model-Based Clinical Pharmacokinetic Dosing of Aminoglycosides on Clinical Outcome: A Cost-Effectiveness Analysis,van Lent-Evers,2003,1
10.1097/00007691-199009000-00004,Does Accepting Pharmacokinetic Recommendations Impact Hospitalization? A Cost-Benefit Analysis,Destache,2006,1
10.1128/jcm.01121-14,When Does 2 Plus 2 Equal 5? A Review of Antimicrobial Synergy Testing,Doern,2014,1
10.1016/s0140-6736(05)67060-2,"Combination antibiotic susceptibility testing to treat exacerbations of cystic fibrosis associated with multiresistant bacteria: a randomised, double-blind, controlled clinical trial",Aaron,2005,1
10.1016/s0140-6736(02)11081-6,"Long term azithromycin in children with cystic fibrosis: a randomised, placebo-controlled crossover trial",Equi,2002,1
10.1002/(sici)1099-0496(199804)25:4<278::aid-ppul8>3.0.co;2-g,A step in the right direction: Assessing exercise tolerance in cystic fibrosis,Balfour-Lynn,2004,1
10.1136/adc.66.9.1018,Heart-lung transplantation for cystic fibrosis. 1: Assessment.,Whitehead,2008,1
10.1001/archpedi.1958.02060060008002,Long-Term Study of One Hundred Five Patients with Cystic Fibrosis,SHWACHMAN,2011,1
10.1128/aac.34.3.487,"In vitro activities of combinations of aztreonam, ciprofloxacin, and ceftazidime against clinical isolates of Pseudomonas aeruginosa and Pseudomonas cepacia from patients with cystic fibrosis",Bosso,2012,1
10.1056/nejm199212173272504,The Prognostic Value of Exercise Testing in Patients with Cystic Fibrosis,Nixon,2010,1
10.1378/chest.95.2.344,The Quality of Well-being in Cystic Fibrosis,Orenstein,2007,1
10.1378/chest.77.2.309,Chronic Obstructive Pulmonary Disease; Socioemotional Adjustment and Life Quality,McSweeny,2007,1
10.1097/00005650-197601000-00006,The Sickness Impact Profile: Validation of a Health Status Measure,Bergner,2006,1
10.1093/nar/21.19.4530,"An adaptive, object oriented strategy for base calling in DNA sequence analysis",Giddings,2007,1
10.1128/aac.37.6.1270,Pharmacokinetics of 18F-labeled fluconazole in healthy human subjects by positron emission tomography,Fischman,2012,1
10.1164/rccm.201601-0024oc,Continuous versus Intermittent β-Lactam Infusion in Severe Sepsis. A Meta-analysis of Individual Patient Data from Randomized Trials,Roberts,2016,1
10.2165/00003088-200342150-00007,Clinical Pharmacodynamics of Linezolid in Seriously Ill Patients Treated in a Compassionate Use Programme,Rayner,2006,1
10.1128/aac.46.12.3706-3711.2002,"In Vivo Efficacy of Continuous Infusion versus Intermittent Dosing of Linezolid Compared to Vancomycin in a Methicillin-Resistant
            <i>Staphylococcus aureus</i>
            Rabbit Endocarditis Model",Jacqueline,2002,1
10.1093/jac/47.5.617,In vivo efficacy of continuous infusion versus intermittent dosing of ceftazidime alone or in combination with amikacin relative to human kinetic profiles in a Pseudomonas aeruginosa rabbit endocarditis model,Robaux,2002,1
10.1006/bulm.1997.0013,In VivoSimulation of Human Pharmacokinetics in the Rabbit,Bugnon,2002,1
10.1016/0002-9343(88)90496-2,Heart-lung transplantation: Better use of resources,Hutter,2004,1
10.1056/nejm198203113061001,Heart-Lung Transplantation,Reitz,2010,1
10.1016/s0003-4975(10)66405-3,Organ Transplantation for Advanced Cardiopulmonary Disease,Cooley,2010,1
10.1093/jac/dkw355,High-intensity meropenem combinations with polymyxin B: new strategies to overcome carbapenem resistance in<i>Acinetobacter baumannii</i>,Lenhard,2016,1
10.7883/yoken.jjid.2014.282,Ventilator-Associated Pneumonia: Epidemiology and Prognostic Indicators of 30-Day Mortality,Inchai,2014,1
10.1378/chest.111.3.676,Impact of BAL Data on the Therapy and Outcome of Ventilator-Associated Pneumonia,Luna,2008,1
10.1164/ajrccm/140.2.306,Diagnostic Value of Quantitative Cultures of Bronchoalveolar Lavage and Telescoping Plugged Catheters in Mechanically Ventilated Patients with Bacterial Pneumonia,Torres,2011,1
10.1164/ajrccm/138.1.110,Detection of Nosocomial Lung Infection in Ventilated Patients: Use of a Protected Specimen Brush and Quantitative Culture Techniques in 147 Patients,Fagon,2011,1
10.1016/0002-9343(74)90440-9,Complications of assisted ventilation,Zwillich,2004,1
10.1016/s0140-6736(65)92344-5,PSEUDOMONAS AERUGINOSA CROSS-INFECTION,Phillips,2004,1
10.1128/cmr.05041-11,Combination Therapy for Treatment of Infections with Gram-Negative Bacteria,Tamma,2012,1
10.1378/chest.113.2.412,The Influence of Mini-BAL Cultures on Patient Outcomes,MD,2008,1
10.1016/0196-6553(88)90053-3,"CDC definitions for nosocomial infections, 1988",Garner,2005,1
