DOI,title,author,year,times_seen
10.1007/s00134-012-2769-8,"Surviving Sepsis Campaign: International Guidelines for Management of Severe Sepsis and Septic Shock, 2012",Dellinger,2013,1
10.1378/chest.118.1.146,The Influence of Inadequate Antimicrobial Treatment of Bloodstream Infections on Patient Outcomes in the ICU Setting,Ibrahim,2003,1
10.1164/ajrccm.160.2.9812034,Variations in Etiology of Ventilator-associated  Pneumonia across Four Treatment Sites,RELLO,2013,1
10.1164/ajrccm/142.6_pt_1.1320,Risk Factors for<i>Staphylococcus aureus</i>Nosocomial Pneumonia in Critically III Patients,Rello,2013,1
10.1097/pcc.0000000000000847,Epidemiology of Sepsis in Children Admitted to PICUs in South America*,de Souza,2016,1
10.1016/s0749-0704(03)00013-7,Pediatric septic shock and multiple organ failure,Carcillo,2005,1
10.1056/nejm199108083250604,Comparison of Plasma Exchange with Plasma Infusion in the Treatment of Thrombotic Thrombocytopenic Purpura,Rock,2010,1
10.1055/s-0028-1087153,Recent Therapeutic Advances in Thrombotic Thrombocytopenic Purpura,Byrnes,2017,1
10.1128/aac.02340-14,Altered Pharmacokinetics of Piperacillin in Febrile Neutropenic Patients with Hematological Malignancy,Sime,2014,1
10.1001/jama.2016.0287,The Third International Consensus Definitions for Sepsis and Septic Shock (Sepsis-3),Singer,2016,1
10.1097/ccm.0000000000001140,Time to Appropriate Antibiotic Therapy Is an Independent Determinant of Postinfection ICU and Hospital Lengths of Stay in Patients With Sepsis*,Zhang,2015,1
10.1097/ccm.0000000000000330,Empiric Antibiotic Treatment Reduces Mortality in Severe Sepsis and Septic Shock From the First Hour,Ferrer,2014,1
10.1097/ccm.0b013e31821e87ab,Association between timing of antibiotic administration and mortality from septic shock in patients treated with a quantitative resuscitation protocol*,Puskarich,2011,1
10.1001/jama.2010.158,Lactate Clearance vs Central Venous Oxygen Saturation as Goals of Early Sepsis Therapy&lt;subtitle&gt;A Randomized Clinical Trial&lt;/subtitle&gt;,Jones,2010,1
10.1097/pcc.0000000000001497,Ceftaroline for Suspected or Confirmed Invasive Methicillin-Resistant Staphylococcus aureus,Cies,2018,1
10.1093/jac/dku322,Vancomycin plus ceftaroline shows potent in vitro synergy and was successfully utilized to clear persistent daptomycin-non-susceptible MRSA bacteraemia,Barber,2014,1
10.1128/aac.49.7.2687-2692.2005,"Reduced Susceptibility of
            <i>Staphylococcus aureus</i>
            to Vancomycin and Platelet Microbicidal Protein Correlates with Defective Autolysis and Loss of Accessory Gene Regulator (
            <i>agr</i>
            ) Function",Sakoulas,2005,1
10.1111/1440-1681.13066,"Vancomycin dosing, monitoring and toxicity: Critical review of the clinical practice",Zamoner,2019,1
10.1097/ftd.0b013e31828b2a50,AUC Versus Peak–Trough Dosing of Vancomycin,Brown,2013,1
10.2165/11596390-000000000-00000,Vancomycin,Marsot,2011,1
10.1111/j.1365-2125.2005.02432.x,Population pharmacokinetics of vancomycin in patients receiving extracorporeal membrane oxygenation,Mulla,2005,1
10.1097/00007691-199804000-00003,Population Pharmacokinetics of Vancomycin in Japanese Adult Patients,Yasuhara,2003,1
10.1093/jac/25.4.679,"Nephrotoxicity of vancomycin, alone and with an aminoglycoside",Rybak,2007,1
10.1111/bcp.14426,Clinical implementation of pharmacogenetics and model‐informed precision dosing to improve patient care,Mizuno,2020,1
10.1038/clpt.2013.59,The Pharmacogenomics Research Network Translational Pharmacogenetics Program: Overcoming Challenges of Real-World Implementation,Shuldiner,2013,1
10.1038/clpt.2012.125,Implementing Personalized Medicine: Development of a Cost-Effective Customized Pharmacogenetics Genotyping Array,Johnson,2012,1
10.1038/clpt.2010.279,CPIC: Clinical Pharmacogenetics Implementation Consortium of the Pharmacogenomics Research Network,Relling,2011,1
10.1016/j.ijantimicag.2010.02.013,Augmented renal clearance in the Intensive Care Unit: an illustrative case series,Udy,2010,1
10.7326/0003-4819-130-6-199903160-00002,A More Accurate Method To Estimate Glomerular Filtration Rate from Serum Creatinine: A New Prediction Equation,Levey,2013,1
10.1002/phar.2505,A guide to therapeutic drug monitoring of β‐lactam antibiotics,Fratoni,2021,1
10.1592/phco.26.9.1320,Application of Antimicrobial Pharmacodynamic Concepts into Clinical Practice: Focus on β-Lactam Antibiotics: Insights from the Society of Infectious Diseases Pharmacists,Lodise,2006,1
10.1128/aac.00654-17,Neurotoxic Concentration of Piperacillin during Continuous Infusion in Critically Ill Patients,Quinton,2017,1
10.1097/01.ccm.0000050454.01978.3b,2001 SCCM/ESICM/ACCP/ATS/SIS International Sepsis Definitions Conference,Levy,2003,1
10.1056/nejm199409013310901,Use of a Rapid Assay of Subforms of Creatine Kinase MB to Diagnose or Rule Out Acute Myocardial Infarction,Puleo,2002,1
10.1093/clinchem/30.3.413,Profile of creatine kinase isoenzymes in skeletal muscles of marathon runners.,Apple,2020,1
10.1128/aac.45.1.13-22.2001,Use of Preclinical Data for Selection of a Phase II/III Dose for Evernimicin and Identification of a Preclinical MIC Breakpoint,Drusano,2002,1
10.1001/jama.279.2.125,Pharmacodynamics of Levofloxacin,Preston,2003,1
10.1086/516284,State‐of‐the‐Art Clinical Article: Pharmacokinetic/Pharmacodynamic Parameters: Rationale for Antibacterial Dosing of Mice and Men,Craig,2007,1
10.1097/cce.0000000000000446,Setting the Beta-Lactam Therapeutic Range for Critically Ill Patients: Is There a Floor or Even a Ceiling?,Barreto,2021,1
10.1086/342384,Has Antifungal Susceptibility Testing Come of Age?,Rex,2002,1
10.1093/clinids/5.1.54,"The Clinical Significance of Positive Blood Cultures: A Comprehensive Analysis of 500 Episodes of Bacteremia and Fungemia in Adults. II. Clinical Observations, with Special Reference to Factors Influencing Prognosis",Weinstein,2011,1
